run_num,class_1,class_2,class_3,dollars_reward
1,0.9879569,0.00623492,0.00580818,0.164659483333
1,0.00293638861,0.997006962,5.66492261e-05,0.000489398101667
1,5.10413991e-06,0.99999407,8.25542374e-07,8.50689985e-07
1,0.999988944,1.09195064e-05,1.36754815e-07,0.166664824
1,0.95688016,0.043119829,1.11609238e-08,0.159480026667
1,5.34146314e-07,0.000146336545,0.999853129,8.90243856667e-08
1,4.18361286e-11,1.0,1.59841655e-12,6.9726881e-12
1,0.000234343953,7.74945935e-06,0.999757907,3.90573255e-05
1,0.999956995,4.29999122e-05,4.65102253e-09,0.166659499167
1,0.999993611,6.38897228e-06,1.44438356e-13,0.166665601833
1,0.04588251,0.13640643,0.81771107,0.007647085
1,1.83537582e-07,0.000313840867,0.999685976,3.0589597e-08
1,0.0012589,0.19256234,0.80617876,0.000209816666667
1,0.0069562954,0.993043052,6.52733429e-07,0.00115938256667
1,0.822990644,6.58926456e-06,0.177002767,0.137165107333
2,0.78391711,0.21050974,0.00557315,0.130652851667
2,1.16199819e-05,0.995151821,0.0048365594,1.93666365e-06
2,0.0388235,0.92698525,0.03419125,0.00647058333333
2,0.00807108,0.98581534,0.00611358,0.00134518
2,0.99184156,0.00152811,0.00663033,0.165306926667
2,0.99491133,0.00138901,0.00369966,0.165818555
2,0.000583639894,0.999392839,2.35206862e-05,9.72733156667e-05
2,0.01109381,0.98787564,0.00103056,0.00184896833333
2,0.00634515,0.02405473,0.96960012,0.001057525
2,2.29579155e-08,0.99997785,2.21265536e-05,3.82631925e-09
2,0.000488656667,0.94263524,0.0568761037,8.14427778333e-05
2,0.999761303,8.76497682e-05,0.00015104705,0.166626883833
2,0.997216129,0.000106079695,0.0026777916,0.166202688167
2,0.14086125,0.51854635,0.3405924,0.023476875
2,9.0918867e-05,0.518519064,0.481390017,1.51531445e-05
3,0.76011375,0.17417789,0.06570836,0.126685625
3,0.11234872,0.19002644,0.69762484,0.0187247866667
3,0.84368312,0.11703608,0.0392808,0.140613853333
3,5.87326585e-07,0.832662348,0.167337065,9.78877641667e-08
3,0.000737820959,0.989988404,0.00927377514,0.000122970159833
3,0.70115595,0.26869037,0.03015368,0.116859325
3,0.98898318,0.000980774964,0.0100360453,0.16483053
3,0.09003609,0.61836044,0.29160347,0.015006015
3,0.44457673,0.06812933,0.48729394,0.0740961216667
3,0.99761045,0.00101215,0.00137739,0.166268408333
3,0.85052303,0.09950873,0.04996824,0.141753838333
3,0.02611245,0.09880061,0.87508695,0.004352075
3,1.86319999e-06,0.999998137,2.42453657e-11,3.10533331667e-07
3,0.28911436,0.01179984,0.6990858,0.0481857266667
3,0.01120327,0.51052992,0.4782668,0.00186721166667
4,3.71738066e-05,0.996309532,0.00365329413,6.19563443333e-06
4,0.13188639,0.19317955,0.67493406,0.021981065
4,0.00395649,0.93654353,0.05949998,0.000659415
4,0.999916752,2.03816751e-07,8.3044591e-05,0.166652792
4,9.18236658e-05,0.999709578,0.000198598775,1.53039443e-05
4,0.93863801,0.03180204,0.02955995,0.156439668333
4,1.40586053e-08,0.987846658,0.0121533278,2.34310088333e-09
4,4.88249075e-06,0.780170009,0.219825109,8.13748458333e-07
4,0.000636399839,0.589081797,0.410281803,0.000106066639833
4,0.000213197673,0.999727877,5.89250629e-05,3.55329455e-05
4,0.00112504,0.77999474,0.21888021,0.000187506666667
4,0.000522439365,0.89535739,0.104120171,8.70732275e-05
4,0.971847898,0.000178557131,0.0279735448,0.161974649667
4,1.16115346e-05,0.999981242,7.14638772e-06,1.93525576667e-06
4,0.999999996,1.44109615e-13,3.69085595e-09,0.166666666
5,0.77799346,0.00378428,0.21822227,0.129665576667
5,0.70793871,0.23773912,0.05432217,0.117989785
5,0.29888872,0.69887294,0.00223834,0.0498147866667
5,0.01646833,0.01406965,0.96946202,0.00274472166667
5,8.78755788e-05,0.999624719,0.00028740582,1.46459298e-05
5,2.57968366e-11,0.999999986,1.44408272e-08,4.29947276667e-12
5,8.77030403e-14,1.0,6.98999235e-24,1.46171733833e-14
5,0.00140844,0.72204311,0.27654845,0.00023474
5,5.61807831e-09,0.999999946,4.83901164e-08,9.36346385e-10
5,8.67860444e-09,0.999982664,1.73272273e-05,1.44643407333e-09
5,0.33330613,0.59358334,0.07311053,0.0555510216667
5,5.7099083e-08,0.999408209,0.000591733575,9.51651383333e-09
5,4.4126741e-05,0.000851652449,0.999104221,7.35445683333e-06
5,0.00118628,0.20466899,0.79414474,0.000197713333333
5,0.999986419,2.05229268e-08,1.35605201e-05,0.166664403167
6,0.00487617818,0.000567632823,0.994556189,0.000812696363333
6,0.0053282264,0.00080687336,0.9938649,0.000888037733333
6,0.957629407,0.042082172,0.000288420857,0.159604901167
6,1.76663411e-07,0.999997932,1.8915301e-06,2.94439018333e-08
6,0.99799287,0.00199205324,1.50771821e-05,0.166332145
6,0.47869847,0.51851717,0.00278436,0.0797830783333
6,0.0283799103,0.971387401,0.000232689061,0.00472998505
6,6.40486624e-05,0.000246530234,0.999689421,1.06747770667e-05
6,0.752763221,0.246879117,0.000357662234,0.125460536833
6,5.25803793e-05,3.09149422e-05,0.999916505,8.76339655e-06
6,0.955263427,3.37024996e-06,0.0447332023,0.159210571167
6,0.97439355,0.00870847,0.01689798,0.162398925
6,1.14010928e-07,0.000410752312,0.999589134,1.90018213333e-08
6,8.22782663e-08,2.2363245e-06,0.999997681,1.37130443833e-08
6,4.14358235e-06,7.75286296e-05,0.999918328,6.90597058333e-07
7,0.11647691,0.00808532,0.87543777,0.0194128183333
7,0.00044857987,0.998415254,0.00113616634,7.47633116667e-05
7,1.0,5.89562631e-22,1.02112636e-14,0.166666666667
7,0.000444349036,0.119402539,0.880153112,7.40581726667e-05
7,4.80729935e-06,0.99971671,0.00027848244,8.01216558333e-07
7,0.000999777417,0.821400832,0.177599391,0.0001666295695
7,1.40226178e-09,9.29688557e-07,0.999999069,2.33710296667e-10
7,1.75892923e-05,0.0491741547,0.950808256,2.93154871667e-06
7,2.89232615e-08,0.295578754,0.704421217,4.82054358333e-09
7,2.28944363e-07,0.999999759,1.16667308e-08,3.81573938333e-08
7,7.10880488e-07,0.999725064,0.000274225518,1.18480081333e-07
7,0.06503546,0.84677453,0.08819002,0.0108392433333
7,1.0,5.78280099e-18,8.80747344e-21,0.166666666667
7,0.00351886314,4.00091876e-08,0.996481097,0.00058647719
7,0.000396006939,0.0756920101,0.923911983,6.60011565e-05
8,0.000663971491,0.000212031456,0.999123997,0.000110661915167
8,0.9829301,0.00616208,0.01090782,0.163821683333
8,0.00638543,0.04080635,0.95280822,0.00106423833333
8,0.9285705,0.01211142,0.05931808,0.15476175
8,0.00746586,0.03816259,0.95437156,0.00124431
8,0.58882836,0.30383256,0.10733909,0.09813806
8,0.52461012,0.05461363,0.42077625,0.08743502
8,0.000525500318,0.998423411,0.00105108873,8.75833863333e-05
8,0.17916797,0.8171962,0.00363583,0.0298613283333
8,0.281015228,6.45313432e-05,0.718920241,0.0468358713333
8,0.00742958604,0.000420096088,0.992150318,0.00123826434
8,0.02887596,0.0026079,0.96851614,0.00481266
8,0.53361985,0.00279088,0.46358927,0.0889366416667
8,0.00314974,0.29107412,0.70577613,0.000524956666667
8,0.00488392,0.00222841,0.99288767,0.000813986666667
9,0.00926398,0.92468241,0.06605361,0.00154399666667
9,0.30021587,0.01648344,0.68330069,0.0500359783333
9,0.000435964816,0.000247472172,0.999316563,7.26608026667e-05
9,1.78416308e-06,0.978919412,0.0210788036,2.97360513333e-07
9,0.000443762149,0.00593763417,0.993618604,7.39603581667e-05
9,5.04598237e-06,0.99999495,4.3478559e-09,8.40997061667e-07
9,0.05138976,0.94318367,0.00542657,0.00856496
9,0.00249345572,9.4696639e-05,0.997411848,0.000415575953333
9,0.00148672853,5.15344375e-05,0.998461737,0.000247788088333
9,1.55590423e-07,0.999999725,1.19448015e-07,2.59317371667e-08
9,0.0280803205,6.30666093e-06,0.971913373,0.00468005341667
9,3.30047829e-07,0.999999669,1.36198052e-09,5.50079715e-08
9,0.017964268,0.981901951,0.00013378062,0.00299404466667
9,3.76914507e-05,0.999962304,5.0056821e-09,6.28190845e-06
9,1.90525425e-05,0.999980647,2.9995977e-07,3.17542375e-06
10,0.00474272,0.97324596,0.02201132,0.000790453333333
10,0.18470586,0.02085159,0.79444255,0.03078431
10,0.33614608,0.00276665,0.66108727,0.0560243466667
10,0.42870692,0.00218817,0.56910491,0.0714511533333
10,2.35591925e-07,0.999999646,1.1841334e-07,3.92653208333e-08
10,0.04240888,0.10026887,0.85732226,0.00706814666667
10,0.01138292,0.96932579,0.01929129,0.00189715333333
10,0.999981117,2.86055225e-06,1.6022344e-05,0.1666635195
10,0.0024032,0.98207721,0.01551959,0.000400533333333
10,0.00592717,0.31198866,0.68208418,0.000987861666667
10,5.66870199e-05,0.999943276,3.65190256e-08,9.44783665e-06
10,0.000792365115,0.999004881,0.000202753939,0.0001320608525
10,0.387638258,2.87127941e-06,0.612358871,0.0646063763333
10,7.71915207e-10,0.999999999,4.68679544e-14,1.286525345e-10
10,0.756955056,0.242991497,5.34466591e-05,0.126159176
11,0.01761131,0.97087443,0.01151426,0.00293521833333
11,0.00122947,0.95131584,0.04745469,0.000204911666667
11,0.91531829,0.00393417,0.08074754,0.152553048333
11,5.47388773e-06,8.02705687e-07,0.999993723,9.12314621667e-07
11,0.36288956,0.14296465,0.49414579,0.0604815933333
11,0.75525704,0.12678395,0.11795901,0.125876173333
11,0.837803823,0.162094876,0.000101300925,0.1396339705
11,0.423320095,0.576678724,1.18085511e-06,0.0705533491667
11,0.999012499,2.68962064e-05,0.000960605058,0.166502083167
11,0.903417207,0.0965798611,2.93240312e-06,0.1505695345
11,0.99417471,0.0032625,0.00256279,0.165695785
11,0.84431774,0.03396208,0.12172017,0.140719623333
11,0.74622738,0.01403746,0.23973516,0.12437123
11,0.0365553046,0.000193749678,0.963250946,0.00609255076667
11,0.130605571,0.869394428,2.58583127e-10,0.0217675951667
12,0.02128215,0.00248491,0.97623293,0.003547025
12,0.000717641028,0.00668685555,0.992595503,0.000119606838
12,0.01518318,0.2102862,0.77453061,0.00253053
12,0.97456712,0.00182581,0.02360707,0.162427853333
12,4.44028848e-07,0.998585756,0.00141380037,7.4004808e-08
12,0.999951792,1.20602932e-05,3.61479344e-05,0.166658632
12,0.998960672,0.000180678036,0.00085865,0.166493445333
12,0.58257992,0.41553433,0.00188575,0.0970966533333
12,2.23782329e-06,8.08507339e-06,0.999989677,3.72970548333e-07
12,0.00135818,0.98235929,0.01628253,0.000226363333333
12,0.999996705,1.88505167e-06,1.41015969e-06,0.1666661175
12,1.08711593e-05,0.166743659,0.83324547,1.81185988333e-06
12,0.179299328,1.29054698e-08,0.820700659,0.0298832213333
12,0.000403131137,0.0998557371,0.899741132,6.71885228333e-05
12,0.00046045989,0.725498263,0.274041277,7.6743315e-05
