run_num,class_1,class_2,class_3,dollars_reward
1,0.15410954,0.01699545,0.82889501,0.0256849233333
1,0.000373441492,0.0229819715,0.976644587,6.22402486667e-05
1,0.901624346,3.12897935e-06,0.0983725251,0.150270724333
1,2.67552416e-05,5.46700683e-05,0.999918575,4.45920693333e-06
1,0.983045069,0.0165121929,0.000442738301,0.163840844833
1,0.000134558031,0.999573446,0.000291995777,2.24263385e-05
1,0.9433698,0.00288068,0.05374952,0.1572283
1,1.42282138e-05,0.979690883,0.0202948887,2.37136896667e-06
1,8.68610023e-08,7.65636559e-10,0.999999912,1.44768337167e-08
1,0.000705501312,0.638837067,0.360457432,0.000117583552
1,0.00314124,0.1214612,0.87539756,0.00052354
1,0.83619737,0.09489005,0.06891258,0.139366228333
1,0.15110551,0.00138662,0.84750787,0.0251842516667
1,0.83245816,0.14052396,0.02701787,0.138743026667
1,0.66764224,0.27448883,0.05786893,0.111273706667
2,0.0114512445,0.000811433605,0.987737322,0.00190854075
2,0.26147386,0.00188863,0.7366375,0.0435789766667
2,0.993469897,0.000118473592,0.00641162912,0.165578316167
2,0.12068597,0.0115704,0.86774363,0.0201143283333
2,0.00105987,0.98821527,0.01072486,0.000176645
2,0.02118955,0.455143,0.52366744,0.00353159166667
2,0.00114348,0.99671251,0.00214401,0.00019058
2,0.00848233865,2.27171418e-12,0.991517661,0.00141372310833
2,0.19567879,0.69646376,0.10785744,0.0326131316667
2,0.999757,4.76374502e-07,0.000242523423,0.166626166667
2,0.000395939794,4.81497442e-07,0.999603579,6.59899656667e-05
2,0.935368643,3.45318874e-06,0.0646279039,0.155894773833
2,0.166568094,0.832998575,0.000433330755,0.027761349
2,0.000199408862,0.999670119,0.000130472361,3.32348103333e-05
2,0.00746768,0.84685069,0.14568164,0.00124461333333
3,7.19627695e-05,2.57293629e-14,0.999928037,1.19937949167e-05
3,0.01221003,0.98677628,0.00101368,0.002035005
3,8.4432677e-05,0.999900786,1.47812289e-05,1.40721128333e-05
3,4.05582939e-11,0.999999662,3.38211779e-07,6.75971565e-12
3,7.7157806e-10,0.000149476195,0.999850523,1.28596343333e-10
3,0.999969954,2.27555183e-10,3.00455443e-05,0.166661659
3,3.48769608e-11,1.0,1.07206146e-10,5.8128268e-12
3,1.33950613e-07,0.999999866,5.46892729e-11,2.23251021667e-08
3,9.96752327e-13,1.0,6.15514699e-13,1.66125387833e-13
3,0.89594662,0.08923183,0.01482155,0.149324436667
3,5.58126265e-05,0.999239692,0.000704495479,9.30210441667e-06
3,3.59325026e-12,1.0,9.69516083e-12,5.98875043333e-13
3,2.05990098e-09,0.999999998,1.03320587e-10,3.4331683e-10
3,0.000610458555,0.0959902929,0.903399248,0.0001017430925
3,0.999762067,1.53049209e-05,0.000222628461,0.166627011167
4,0.000861962662,0.999135657,2.38017718e-06,0.000143660443667
4,0.0341863606,0.96504617,0.000767469896,0.00569772676667
4,0.66234224,0.01334386,0.32431391,0.110390373333
4,5.73917254e-11,1.0,1.1759164e-10,9.56528756667e-12
4,0.998328409,0.0009809627,0.000690628368,0.166388068167
4,0.999798224,2.47709926e-06,0.000199298405,0.166633037333
4,4.09793042e-07,0.986216613,0.0137829771,6.82988403333e-08
4,0.0751088719,0.924722733,0.000168395418,0.0125181453167
4,0.000417002691,0.999361173,0.000221824799,6.95004485e-05
4,0.70702468,0.000358692096,0.292616628,0.117837446667
4,0.00728363566,7.91998491e-05,0.992637164,0.00121393927667
4,0.33987269,0.17934009,0.48078722,0.0566454483333
4,4.54644923e-11,0.999999979,2.11658002e-08,7.57741538333e-12
4,2.0451205e-06,0.999560606,0.000437349018,3.40853416667e-07
4,0.00211567468,0.997448968,0.000435357709,0.000352612446667
5,0.38509803,0.01513867,0.5997633,0.064183005
5,0.75839717,0.0402713,0.20133153,0.126399528333
5,1.0,5.84587162e-11,8.1989215e-11,0.166666666667
5,0.15254272,0.00265996,0.84479732,0.0254237866667
5,0.288363924,7.81102985e-05,0.711557965,0.048060654
5,0.99999816,1.83952817e-06,4.11619146e-11,0.16666636
5,0.00289261,0.82071696,0.17639043,0.000482101666667
5,0.00986139,0.09323135,0.89690726,0.001643565
5,1.41139896e-13,0.217689818,0.782310182,2.3523316e-14
5,0.82359785,0.12553439,0.05086776,0.137266308333
5,0.948821904,0.00058468002,0.0505934156,0.158136984
5,0.41246891,0.10748688,0.4800442,0.0687448183333
5,1.92684165e-17,3.09669046e-05,0.999969033,3.21140275e-18
5,0.06871374,0.1911366,0.74014966,0.01145229
5,2.05247206e-16,0.98763695,0.0123630501,3.42078676667e-17
6,0.54862691,0.41917068,0.03220242,0.0914378183333
6,0.294170176,0.000707026254,0.705122798,0.0490283626667
6,0.955943912,3.79838019e-08,0.04405605,0.159323985333
6,0.764053241,6.92598076e-17,0.235946759,0.127342206833
6,0.032712125,0.967247244,4.06306749e-05,0.00545202083333
6,6.11710656e-05,0.999899121,3.97080768e-05,1.01951776e-05
6,1.11453925e-06,0.999950249,4.86361151e-05,1.85756541667e-07
6,2.79739971e-05,0.956246436,0.0437255901,4.66233285e-06
6,1.24251363e-07,0.999999289,5.86912996e-07,2.07085605e-08
6,0.0210155618,0.978306155,0.00067828322,0.00350259363333
6,0.00128342,0.54302238,0.4556942,0.000213903333333
