time,event,tr
0.400151968002,startup,0
26.2920689583,mc_start,0
26.7609128952,mc_end,0
28.3090820312,mc_start,1
28.7991950512,mc_end,1
30.3475799561,mc_start,2
30.8305799961,mc_end,2
32.3283030987,mc_start,3
32.7838630676,mc_end,3
34.3658618927,mc_start,4
34.8164439201,mc_end,4
36.3475160599,mc_start,5
36.8069028854,mc_end,5
36.9163970947,fb_sent,5
38.332556963,mc_start,6
38.8036820889,mc_end,6
38.8361849785,fb_sent,6
40.3473799229,mc_start,7
40.8174779415,mc_end,7
40.8352029324,fb_sent,7
42.3182690144,mc_start,8
42.7870569229,mc_end,8
42.8014380932,fb_sent,8
44.337348938,mc_start,9
44.8055660725,mc_end,9
44.8222060204,fb_sent,9
46.347080946,mc_start,10
46.8173899651,mc_end,10
46.8712630272,fb_sent,10
48.3466730118,mc_start,11
48.8046839237,mc_end,11
48.8704049587,fb_sent,11
50.3333570957,mc_start,12
50.7938139439,mc_end,12
50.8103809357,fb_sent,12
52.3505311012,mc_start,13
52.8282608986,mc_end,13
52.8903040886,fb_sent,13
54.3462650776,mc_start,14
54.8467099667,mc_end,14
54.9152560234,fb_sent,14
56.3245611191,mc_start,15
56.7861979008,mc_end,15
56.8243811131,fb_sent,15
58.3162939548,mc_start,16
58.7755789757,mc_end,16
58.8255441189,fb_sent,16
60.3492810726,mc_start,17
60.7976279259,mc_end,17
60.8213329315,fb_sent,17
62.2857620716,mc_start,18
62.7783710957,mc_end,18
62.7939949036,fb_sent,18
64.2864539623,mc_start,19
64.7782819271,mc_end,19
64.8227860928,fb_sent,19
66.2921969891,mc_start,20
66.7905220985,mc_end,20
66.8163409233,fb_sent,20
68.3204710484,mc_start,21
68.8203139305,mc_end,21
68.838807106,fb_sent,21
70.298511982,mc_start,22
70.7486031055,mc_end,22
70.7726199627,fb_sent,22
72.3624579906,mc_start,23
72.8137149811,mc_end,23
72.8290510178,fb_sent,23
74.3463680744,mc_start,24
74.8179810047,mc_end,24
74.837403059,fb_sent,24
76.3452339172,mc_start,25
76.8009560108,mc_end,25
76.8813838959,fb_sent,25
78.3306069374,mc_start,26
78.8078989983,mc_end,26
78.8341701031,fb_sent,26
80.3088319302,mc_start,27
80.7856800556,mc_end,27
80.8002820015,fb_sent,27
82.3047800064,mc_start,28
82.7664749622,mc_end,28
82.8071129322,fb_sent,28
84.2913019657,mc_start,29
84.7568509579,mc_end,29
84.799175024,fb_sent,29
86.3155660629,mc_start,30
86.7664599419,mc_end,30
86.8602449894,fb_sent,30
88.2942659855,mc_start,31
88.7680160999,mc_end,31
88.7967660427,fb_sent,31
90.3107531071,mc_start,32
90.7036759853,mc_end,32
90.7748699188,fb_sent,32
92.3470020294,mc_start,33
92.7328379154,mc_end,33
92.7812149525,fb_sent,33
94.2862129211,mc_start,34
94.7684440613,mc_end,34
94.802259922,fb_sent,34
96.2856791019,mc_start,35
96.7413589954,mc_end,35
96.7951951027,fb_sent,35
98.2849569321,mc_start,36
98.7321710587,mc_end,36
98.8132920265,fb_sent,36
100.29441905,mc_start,37
100.775670052,mc_end,37
100.923177958,fb_sent,37
102.286211967,mc_start,38
102.669322968,mc_end,38
102.727332115,fb_sent,38
104.284784079,mc_start,39
104.72953701,mc_end,39
104.788687944,fb_sent,39
106.29045105,mc_start,40
106.684345961,mc_end,40
106.801198959,fb_sent,40
108.295156956,mc_start,41
108.734884024,mc_end,41
108.812264919,fb_sent,41
110.354392052,mc_start,42
110.745754957,mc_end,42
110.797256947,fb_sent,42
112.315202951,mc_start,43
112.735384941,mc_end,43
112.909490108,fb_sent,43
114.354352951,mc_start,44
114.836884022,mc_end,44
114.935465097,fb_sent,44
116.346844912,mc_start,45
116.886992931,mc_end,45
116.978187084,fb_sent,45
118.329274893,mc_start,46
118.814124107,mc_end,46
118.891320944,fb_sent,46
120.312627077,mc_start,47
120.762238979,mc_end,47
120.81033206,fb_sent,47
122.346815109,mc_start,48
122.831718922,mc_end,48
122.899326086,fb_sent,48
124.309598923,mc_start,49
124.778042078,mc_end,49
124.879326105,fb_sent,49
126.349173069,mc_start,50
126.837274075,mc_end,50
126.883578062,fb_sent,50
128.324285984,mc_start,51
128.826880932,mc_end,51
128.898180008,fb_sent,51
130.338265896,mc_start,52
130.797518969,mc_end,52
130.870363951,fb_sent,52
132.306014061,mc_start,53
132.779234886,mc_end,53
132.827462912,fb_sent,53
134.287548065,mc_start,54
134.75048995,mc_end,54
134.809706926,fb_sent,54
136.286334991,mc_start,55
136.67600894,mc_end,55
136.751208067,fb_sent,55
138.310157061,mc_start,56
138.714786053,mc_end,56
138.828242064,fb_sent,56
140.340152979,mc_start,57
140.735569,mc_end,57
140.810564995,fb_sent,57
142.284660101,mc_start,58
142.668180943,mc_end,58
142.751512051,fb_sent,58
144.305519104,mc_start,59
144.696387053,mc_end,59
144.782977104,fb_sent,59
146.349268913,mc_start,60
146.808056116,mc_end,60
146.899341106,fb_sent,60
148.358181953,mc_start,61
148.843719006,mc_end,61
148.928416967,fb_sent,61
