time,event,tr
711833.019546,trigger,0
711835.017968,trigger,1
711837.018037,trigger,2
711839.017886,trigger,3
711841.01783,trigger,4
711843.017886,trigger,5
711845.017872,trigger,6
711847.017823,trigger,7
711849.017838,trigger,8
711851.017898,trigger,9
711853.018479,trigger,10
711855.018556,trigger,11
711857.018689,trigger,12
711859.01789,trigger,13
711861.017419,trigger,14
711863.017494,trigger,15
711865.017587,trigger,16
711867.017445,trigger,17
711869.017439,trigger,18
711871.017807,trigger,19
711873.017508,trigger,20
711875.017827,trigger,21
711877.01805,trigger,22
711879.017969,trigger,23
711881.018047,trigger,24
711883.017914,trigger,25
711885.018239,trigger,26
711887.01832,trigger,27
711889.018195,trigger,28
711891.018236,trigger,29
711893.018612,trigger,30
711895.017338,trigger,31
711897.017401,trigger,32
711899.017577,trigger,33
711901.017667,trigger,34
711903.017725,trigger,35
711905.017747,trigger,36
711907.017921,trigger,37
711909.017837,trigger,38
711911.017898,trigger,39
711913.018023,trigger,40
711915.017732,trigger,41
711917.017963,trigger,42
711919.017856,trigger,43
711921.018074,trigger,44
711923.018533,trigger,45
711925.018187,trigger,46
711927.018232,trigger,47
711929.018191,trigger,48
711931.017208,trigger,49
711933.017323,trigger,50
711935.017327,trigger,51
711937.017343,trigger,52
711939.01753,trigger,53
711941.017456,trigger,54
711943.017463,trigger,55
711945.017911,trigger,56
711947.0177,trigger,57
711949.017906,trigger,58
711951.017679,trigger,59
711953.017722,trigger,60
711955.01794,trigger,61
711957.017929,trigger,62
711959.017902,trigger,63
711961.018306,trigger,64
711963.018096,trigger,65
711965.017248,trigger,66
711967.017208,trigger,67
711969.017192,trigger,68
711971.017371,trigger,69
711973.017422,trigger,70
711975.017432,trigger,71
711977.01756,trigger,72
711979.017556,trigger,73
711981.017746,trigger,74
711983.01778,trigger,75
711985.017658,trigger,76
711987.017817,trigger,77
711989.01865,trigger,78
711991.018367,trigger,79
711993.01839,trigger,80
711995.018496,trigger,81
711997.018227,trigger,82
711999.018363,trigger,83
712001.017457,trigger,84
712003.017508,trigger,85
712005.017483,trigger,86
712007.017582,trigger,87
712009.017769,trigger,88
712011.017703,trigger,89
712013.018016,trigger,90
712015.017987,trigger,91
712017.018002,trigger,92
712019.018115,trigger,93
712021.018486,trigger,94
712023.018356,trigger,95
712025.01797,trigger,96
712027.018118,trigger,97
712029.018257,trigger,98
712031.018228,trigger,99
712033.018243,trigger,100
712035.017282,trigger,101
712037.017976,trigger,102
712039.018065,trigger,103
712041.018027,trigger,104
712043.018258,trigger,105
712045.018353,trigger,106
712047.017786,trigger,107
712049.018244,trigger,108
712051.017996,trigger,109
712053.018034,trigger,110
712055.018295,trigger,111
712057.01865,trigger,112
712059.018403,trigger,113
712061.01827,trigger,114
712063.018698,trigger,115
712065.018414,trigger,116
712067.018394,trigger,117
712069.017453,trigger,118
712071.01747,trigger,119
712073.017433,trigger,120
712075.017615,trigger,121
712077.017626,trigger,122
712079.017711,trigger,123
712081.017822,trigger,124
712083.018175,trigger,125
712085.017935,trigger,126
712087.017717,trigger,127
712089.017753,trigger,128
712091.01798,trigger,129
712093.018205,trigger,130
712095.018119,trigger,131
712097.017944,trigger,132
712099.01796,trigger,133
712101.018163,trigger,134
712103.018248,trigger,135
712105.017669,trigger,136
712107.017704,trigger,137
712109.017368,trigger,138
712111.017634,trigger,139
712113.018008,trigger,140
712115.01763,trigger,141
712117.01772,trigger,142
712119.017844,trigger,143
712121.017742,trigger,144
712123.017998,trigger,145
712125.018463,trigger,146
712127.017916,trigger,147
712129.017812,trigger,148
712131.017873,trigger,149
712133.01839,trigger,150
712135.018383,trigger,151
712137.0173,trigger,152
712139.017362,trigger,153
712141.017803,trigger,154
712143.017342,trigger,155
712145.017666,trigger,156
712147.017683,trigger,157
712149.017651,trigger,158
712151.017762,trigger,159
