time,event,tr
470754.839577,trigger,0
470756.838489,trigger,1
470758.839141,trigger,2
470760.839421,trigger,3
470762.839335,trigger,4
470764.839534,trigger,5
470766.839239,trigger,6
470768.838806,trigger,7
470770.839268,trigger,8
470772.83948,trigger,9
470774.839735,trigger,10
470776.839726,trigger,11
470778.839893,trigger,12
470780.839844,trigger,13
470782.838868,trigger,14
470784.838914,trigger,15
470786.839073,trigger,16
470788.839376,trigger,17
470790.838959,trigger,18
470792.838982,trigger,19
470794.839124,trigger,20
470796.839132,trigger,21
470798.839168,trigger,22
470800.838616,trigger,23
470802.839141,trigger,24
470804.839279,trigger,25
470806.839184,trigger,26
470808.839273,trigger,27
470810.83909,trigger,28
470812.839673,trigger,29
470814.839332,trigger,30
470816.838836,trigger,31
470818.838707,trigger,32
470820.838727,trigger,33
470822.838306,trigger,34
470824.838938,trigger,35
470826.83887,trigger,36
470828.838874,trigger,37
470830.838808,trigger,38
470832.839007,trigger,39
470834.83882,trigger,40
470836.838919,trigger,41
470838.839365,trigger,42
470840.838701,trigger,43
470842.838523,trigger,44
470844.838701,trigger,45
470846.838649,trigger,46
470848.839214,trigger,47
470850.838762,trigger,48
470852.838428,trigger,49
470854.837851,trigger,50
470856.837999,trigger,51
470858.838256,trigger,52
470860.838377,trigger,53
470862.838088,trigger,54
470864.838373,trigger,55
470866.838554,trigger,56
470868.838829,trigger,57
470870.8388,trigger,58
470872.838379,trigger,59
470874.83887,trigger,60
470876.838462,trigger,61
470878.83845,trigger,62
470880.838806,trigger,63
470882.838787,trigger,64
470884.838956,trigger,65
470886.837989,trigger,66
470888.837988,trigger,67
470890.838238,trigger,68
470892.837818,trigger,69
470894.837918,trigger,70
470896.838034,trigger,71
470898.838073,trigger,72
470900.83823,trigger,73
470902.838172,trigger,74
470904.838365,trigger,75
470906.838302,trigger,76
470908.838516,trigger,77
470910.838413,trigger,78
470912.838509,trigger,79
470914.838516,trigger,80
470916.838639,trigger,81
470918.838798,trigger,82
470920.838825,trigger,83
470922.837827,trigger,84
470924.838007,trigger,85
470926.837994,trigger,86
470928.838093,trigger,87
470930.838227,trigger,88
470932.838256,trigger,89
470934.83827,trigger,90
470936.838254,trigger,91
470938.838278,trigger,92
470940.838294,trigger,93
470942.838398,trigger,94
470944.838361,trigger,95
470946.838633,trigger,96
470948.838475,trigger,97
470950.838478,trigger,98
470952.838727,trigger,99
470954.838612,trigger,100
470956.837754,trigger,101
470958.837709,trigger,102
470960.837834,trigger,103
470962.837815,trigger,104
470964.838193,trigger,105
470966.837939,trigger,106
470968.838048,trigger,107
470970.838055,trigger,108
470972.838321,trigger,109
470974.838274,trigger,110
470976.838434,trigger,111
470978.838558,trigger,112
470980.838534,trigger,113
470982.838596,trigger,114
470984.838606,trigger,115
470986.838714,trigger,116
470988.838726,trigger,117
470990.837778,trigger,118
470992.837826,trigger,119
470994.837934,trigger,120
470996.837975,trigger,121
470998.837943,trigger,122
471000.838437,trigger,123
471002.83827,trigger,124
471004.838161,trigger,125
471006.838224,trigger,126
471008.838376,trigger,127
471010.838344,trigger,128
471012.838449,trigger,129
471014.838386,trigger,130
471016.838555,trigger,131
471018.83854,trigger,132
471020.838819,trigger,133
471022.838697,trigger,134
471024.837891,trigger,135
471026.837683,trigger,136
471028.838051,trigger,137
471030.837928,trigger,138
471032.838011,trigger,139
471034.83792,trigger,140
471036.838118,trigger,141
471038.83818,trigger,142
471040.838269,trigger,143
471042.838292,trigger,144
471044.838384,trigger,145
471046.838394,trigger,146
471048.838458,trigger,147
471050.838614,trigger,148
471052.838571,trigger,149
471054.838548,trigger,150
471056.838679,trigger,151
471058.837865,trigger,152
471060.837909,trigger,153
471062.837651,trigger,154
471064.8378,trigger,155
471066.837992,trigger,156
471068.838336,trigger,157
471070.838401,trigger,158
471072.838167,trigger,159
