time,event,tr
711218.760693,trigger,0
711220.759413,trigger,1
711222.75924,trigger,2
711224.759159,trigger,3
711226.758678,trigger,4
711228.758123,trigger,5
711230.758331,trigger,6
711232.758415,trigger,7
711234.759038,trigger,8
711236.758299,trigger,9
711238.757859,trigger,10
711240.758336,trigger,11
711242.75843,trigger,12
711244.758947,trigger,13
711246.758744,trigger,14
711248.758838,trigger,15
711250.759009,trigger,16
711252.7589,trigger,17
711254.758768,trigger,18
711256.759161,trigger,19
711258.759269,trigger,20
711260.758925,trigger,21
711262.758234,trigger,22
711264.758404,trigger,23
711266.758304,trigger,24
711268.75841,trigger,25
711270.758412,trigger,26
711272.758317,trigger,27
711274.758345,trigger,28
711276.75866,trigger,29
711278.758852,trigger,30
711280.759063,trigger,31
711282.758653,trigger,32
711284.758667,trigger,33
711286.758786,trigger,34
711288.759023,trigger,35
711290.758833,trigger,36
711292.758839,trigger,37
711294.758886,trigger,38
711296.757973,trigger,39
711298.758,trigger,40
711300.758179,trigger,41
711302.758126,trigger,42
711304.758171,trigger,43
711306.758205,trigger,44
711308.758242,trigger,45
711310.758393,trigger,46
711312.75839,trigger,47
711314.758455,trigger,48
711316.758532,trigger,49
711318.758561,trigger,50
711320.758573,trigger,51
711322.758628,trigger,52
711324.758728,trigger,53
711326.758692,trigger,54
711328.758948,trigger,55
711330.758904,trigger,56
711332.75775,trigger,57
711334.757809,trigger,58
711336.758003,trigger,59
711338.758162,trigger,60
711340.757927,trigger,61
711342.75838,trigger,62
711344.758233,trigger,63
711346.758618,trigger,64
711348.758353,trigger,65
711350.758767,trigger,66
711352.758621,trigger,67
711354.758691,trigger,68
711356.75873,trigger,69
711358.758928,trigger,70
711360.759348,trigger,71
711362.758941,trigger,72
711364.75915,trigger,73
711366.758251,trigger,74
711368.757973,trigger,75
711370.757965,trigger,76
711372.758082,trigger,77
711374.758335,trigger,78
711376.758319,trigger,79
711378.758439,trigger,80
711380.758619,trigger,81
711382.758504,trigger,82
711384.758462,trigger,83
711386.759015,trigger,84
711388.758978,trigger,85
711390.759202,trigger,86
711392.759097,trigger,87
711394.758773,trigger,88
711396.759212,trigger,89
711398.759127,trigger,90
711400.758399,trigger,91
711402.758177,trigger,92
711404.758352,trigger,93
711406.75861,trigger,94
711408.75804,trigger,95
711410.758878,trigger,96
711412.758281,trigger,97
711414.758331,trigger,98
711416.758936,trigger,99
711418.758477,trigger,100
711420.758511,trigger,101
711422.75853,trigger,102
711424.75892,trigger,103
711426.759114,trigger,104
711428.758851,trigger,105
711430.758792,trigger,106
711432.759003,trigger,107
711434.759128,trigger,108
711436.757967,trigger,109
711438.758002,trigger,110
711440.758273,trigger,111
711442.758331,trigger,112
711444.758316,trigger,113
711446.758609,trigger,114
711448.758501,trigger,115
711450.75873,trigger,116
711452.758562,trigger,117
711454.758675,trigger,118
711456.75878,trigger,119
711458.758616,trigger,120
711460.758731,trigger,121
711462.75877,trigger,122
711464.758918,trigger,123
711466.758937,trigger,124
711468.758081,trigger,125
711470.758003,trigger,126
711472.758189,trigger,127
711474.758145,trigger,128
711476.75815,trigger,129
711478.758237,trigger,130
711480.758306,trigger,131
711482.758355,trigger,132
711484.758882,trigger,133
711486.75877,trigger,134
711488.758734,trigger,135
711490.75894,trigger,136
711492.758854,trigger,137
711494.758903,trigger,138
711496.758848,trigger,139
711498.759015,trigger,140
711500.759144,trigger,141
711502.758916,trigger,142
711504.758121,trigger,143
711506.758582,trigger,144
711508.758382,trigger,145
711510.75844,trigger,146
711512.758309,trigger,147
711514.758709,trigger,148
711516.758398,trigger,149
711518.758478,trigger,150
711520.758823,trigger,151
711522.758946,trigger,152
711524.758826,trigger,153
711526.758859,trigger,154
711528.75892,trigger,155
711530.758987,trigger,156
711532.759568,trigger,157
711534.75941,trigger,158
711536.759081,trigger,159
